Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
590,40,9100,5,6,1930,1960,0,0,742,742,779,0,156,935,0,0,1,0,2,1,4,0,1,308,0,0,0,0,0,0,600,8,2008,79500
400,60,8125,7,5,2006,2007,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2,438,0,168,0,0,0,0,0,10,2009,241000
149,20,7500,7,5,2004,2005,680,0,400,1080,1080,0,0,1080,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,4,2008,141000
337,20,14157,9,5,2005,2006,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,7,2007,377426
369,20,7800,5,6,1954,1954,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1,244,0,98,0,0,0,0,0,3,2010,132000
557,20,14850,5,5,1957,1957,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1,299,268,0,0,0,122,0,0,5,2006,141000
79,90,10778,4,5,1968,1968,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,4,2010,136500
651,60,8125,7,6,2007,2007,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2,562,0,0,0,0,0,0,0,5,2008,205950
881,20,7024,5,5,2005,2006,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,0,49,0,0,0,0,0,6,2007,157000
822,20,6000,4,4,1953,1953,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,2,576,0,32,112,0,0,0,0,2,2009,93000
36,60,13418,8,5,2004,2005,0,0,1117,1117,1132,1320,0,2452,0,0,3,1,4,1,9,1,3,691,113,32,0,0,0,0,0,9,2006,309000
1018,120,5814,8,5,1984,1984,1036,0,184,1220,1360,0,0,1360,1,0,1,0,1,1,4,1,2,565,63,0,0,0,0,0,0,8,2009,187500
535,60,9056,8,5,2004,2004,0,0,707,707,707,707,0,1414,0,0,2,1,3,1,6,1,2,403,100,35,0,0,0,0,0,10,2006,178000
1335,160,2368,5,6,1970,1970,765,0,0,765,765,600,0,1365,0,0,1,1,3,1,7,0,2,440,0,36,0,0,0,0,0,5,2009,125000
1370,20,10635,8,5,2003,2003,370,972,315,1657,1668,0,0,1668,1,0,2,0,3,1,8,1,2,502,0,262,0,0,0,0,0,5,2010,232000
629,60,11606,5,5,1969,1969,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2,504,335,0,0,0,0,0,0,9,2007,135000
7,20,10084,8,5,2004,2005,1369,0,317,1686,1694,0,0,1694,1,0,2,0,3,1,7,1,2,636,255,57,0,0,0,0,0,8,2007,307000
808,70,21384,5,6,1923,2004,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,528,0,312,0,0,0,0,0,5,2009,223500
956,90,7136,6,6,1946,1950,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,2,492,0,0,0,0,0,0,0,8,2007,145000
1041,20,13125,5,4,1957,2000,168,682,284,1134,1803,0,0,1803,1,0,2,0,3,1,8,1,2,484,0,0,0,0,0,0,0,1,2006,155000
702,20,9600,7,5,1969,1969,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,2,528,0,0,0,0,0,0,0,7,2006,140000
304,20,9800,5,7,1972,1972,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,7,2006,149900
1265,120,4060,6,5,1998,1999,266,0,1139,1405,1337,0,0,1337,1,0,2,0,2,1,5,0,2,511,144,68,0,0,0,0,0,8,2008,181000
217,20,8450,7,5,2004,2004,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,4,2008,210000
1158,120,5001,7,5,2007,2008,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,7,2009,230000
351,120,7820,9,5,2007,2007,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,12,2007,318061
1351,90,11643,5,5,1969,1969,500,0,748,1248,1338,1296,0,2634,1,1,2,2,6,2,12,0,4,968,0,0,0,0,0,0,0,8,2009,200000
1087,160,1974,4,5,1973,1973,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,120,96,0,0,0,0,0,5,2010,83500
203,50,7000,6,6,1924,1950,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,5,2006,112000
1193,50,9600,5,8,1925,1994,0,0,702,702,842,630,0,1472,0,0,1,0,3,1,6,0,1,250,0,0,84,0,0,0,0,7,2007,125000
528,60,14948,9,5,2008,2008,1330,0,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,3,858,126,66,0,0,0,0,0,11,2008,446261
311,60,7685,6,5,1993,1994,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,2006,165600
917,20,9000,2,3,1949,1950,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,10,2006,35311
1438,20,12444,8,5,2008,2008,1336,0,596,1932,1932,0,0,1932,1,0,2,0,2,1,7,1,3,774,0,66,0,304,0,0,0,11,2008,394617
9,50,6120,7,5,1931,1950,0,0,952,952,1022,752,0,1774,0,0,2,0,2,2,8,2,2,468,90,0,205,0,0,0,0,4,2008,129900
242,30,3880,5,9,1945,1997,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,8,2007,110500
984,60,11250,8,5,2002,2002,0,0,1128,1128,1149,1141,0,2290,0,0,2,1,4,1,9,1,2,779,0,0,0,0,0,0,0,5,2008,255900
624,160,2117,6,5,2000,2000,420,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2,440,0,32,0,0,0,0,0,6,2007,168500
1268,20,13214,9,5,2008,2009,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,3,746,144,76,0,0,0,0,0,5,2010,378500
1394,190,10800,6,7,1905,2000,0,0,482,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2,672,0,25,212,0,0,0,0,4,2008,163000
495,30,5784,5,8,1938,1996,0,0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,1,273,144,20,80,0,0,0,0,12,2009,91300
775,20,14226,8,5,2006,2006,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,7,2007,395000
998,20,11717,6,6,1970,1970,0,0,1442,1442,1442,0,0,1442,0,0,2,0,2,1,6,1,2,615,371,0,0,0,0,0,0,2,2009,185000
732,80,9590,7,5,2003,2003,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2,438,160,22,0,0,0,0,0,5,2007,187500
865,20,8640,7,5,2007,2008,0,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,2,529,0,140,0,0,0,0,0,5,2008,250580
276,50,7264,7,7,1925,2007,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,10,2009,205000
1432,120,4928,6,6,1976,1976,958,0,0,958,958,0,0,958,0,0,2,0,2,1,5,0,2,440,0,60,0,0,0,0,0,10,2009,143750
639,30,8777,5,7,1910,1950,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,0,0,328,0,164,0,0,0,0,5,2008,85000
1038,60,9240,8,5,2001,2002,0,0,1055,1055,1055,1208,0,2263,0,0,2,1,3,1,7,1,2,905,0,45,0,0,189,0,0,9,2008,287000
644,60,10793,5,5,1969,1969,493,287,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,2,462,208,0,0,0,0,0,0,4,2007,152000
665,20,20896,8,5,2005,2006,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,3,1134,192,267,0,0,0,0,0,1,2006,423000
701,20,14331,8,5,2002,2002,1274,0,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,3,765,270,78,0,0,0,0,0,5,2006,312500
63,120,6442,8,5,2006,2006,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,0,0,10,2007,202500
1387,60,16692,7,5,1978,1978,790,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,2,564,0,112,0,0,440,519,2000,7,2006,250000
640,120,3982,8,5,2006,2006,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,3,648,312,0,0,0,0,0,0,10,2006,264561
316,60,7795,7,5,2004,2005,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,7,2009,188500
921,60,8462,6,5,1994,1994,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,2007,201000
1280,50,7500,4,4,1920,1950,0,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,2,528,30,0,164,0,0,0,0,4,2010,68400
494,20,7931,5,6,1960,1960,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1,308,0,0,0,0,0,0,0,6,2008,155000
1122,20,10084,7,5,2005,2006,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,3,782,144,20,0,0,0,0,0,7,2006,212900
1081,20,11040,6,7,1971,2004,656,0,602,1258,1258,0,0,1258,0,1,2,0,3,1,5,0,2,528,55,0,0,216,0,0,0,10,2008,145000
443,50,6240,5,7,1930,1992,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,2,360,0,0,0,0,0,0,0,6,2008,162900
746,60,8963,8,9,1976,1996,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,2,831,0,204,0,0,0,0,0,7,2008,299800
559,60,21872,7,5,1996,1997,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,0,0,8,2008,175000
155,30,11340,6,5,1923,1950,0,0,1200,1200,1200,0,0,1200,0,0,1,0,4,1,7,0,1,312,0,0,228,0,0,0,0,3,2006,125000
621,30,8248,3,3,1914,1950,41,0,823,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,9,2008,67000
1086,85,9069,6,6,1992,1992,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,2,564,120,0,0,0,0,0,0,4,2010,147000
1063,190,13600,5,5,1900,1950,0,0,662,662,1422,915,0,2337,0,0,2,0,5,2,10,0,2,560,0,57,0,0,0,0,0,9,2007,90000
971,50,10800,4,4,1949,1950,0,0,720,720,720,472,0,1192,0,0,1,1,4,1,6,0,0,0,0,0,0,0,0,0,0,12,2006,135000
189,90,7018,5,5,1979,1979,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,6,2009,153337
190,120,4923,8,5,2001,2002,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,8,2008,286000
496,30,7879,4,5,1920,1950,495,0,225,720,720,0,0,720,0,0,1,0,2,1,4,0,0,0,0,523,115,0,0,0,0,11,2009,34900
979,20,9450,4,5,1954,1954,552,0,342,894,894,0,0,894,0,0,1,0,3,1,5,0,2,400,0,0,0,0,0,0,0,5,2007,110000
243,50,5000,5,4,1900,1950,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,4,2006,79000
1295,20,8172,5,7,1955,1990,167,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,2,572,0,0,0,0,0,0,0,4,2006,115000
1206,20,14684,7,7,1990,1991,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,3,701,84,70,0,0,0,0,0,6,2009,271900
1331,20,10000,8,5,2006,2006,0,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,3,825,144,45,0,0,0,0,0,12,2007,227000
1389,20,14892,9,5,2006,2007,1320,0,426,1746,1746,0,0,1746,1,0,2,0,3,1,7,2,3,758,201,39,0,0,0,0,0,10,2009,377500
352,120,5271,7,5,1986,1986,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,12,2006,190000
42,20,16905,5,6,1959,1959,967,0,383,1350,1328,0,0,1328,0,1,1,1,2,1,5,2,1,308,0,104,0,0,0,0,0,7,2007,170000
969,50,5925,3,6,1910,1950,0,0,600,600,600,368,0,968,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,5,2009,37900
617,60,7861,6,5,2002,2003,457,0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2,393,100,75,0,0,0,0,0,6,2006,183200
100,20,9320,4,5,1959,1959,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,1,2010,128950
497,20,12692,8,5,1992,1993,1231,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,2,546,264,75,291,0,0,0,0,5,2007,430000
794,20,9158,8,5,2007,2007,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,168,130,0,0,0,0,0,6,2007,225000
632,120,4590,8,5,2006,2006,24,0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,8,2007,209500
1173,160,4017,7,5,2006,2007,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,625,0,54,0,0,0,0,0,3,2008,171900
1168,60,10852,6,5,2000,2000,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,2,472,0,38,0,0,0,0,0,2,2006,173000
530,20,32668,6,3,1957,1975,1219,0,816,2035,2515,0,0,2515,1,0,3,0,4,2,9,2,2,484,0,0,200,0,0,0,0,3,2007,200624
633,20,11900,7,5,1977,1977,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,2,544,192,0,0,0,0,0,0,4,2009,82500
209,60,14364,7,5,1988,1989,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,2,454,60,55,0,0,154,0,0,4,2007,277000
84,20,8892,5,5,1960,1960,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,7,2007,126500
1175,70,16560,6,8,1932,1950,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,2,360,0,0,0,0,0,0,0,7,2006,239000
251,30,5350,3,2,1940,1966,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,5,2010,76500
896,60,7056,6,5,1963,1963,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,10,2008,140000
77,20,8475,4,7,1956,1956,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,4,2008,135750
229,20,8521,5,5,1967,1967,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,2010,125000
481,20,16033,9,5,2004,2005,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,3,772,519,112,0,0,0,0,0,3,2006,326000
578,80,11777,5,6,1966,1966,328,551,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,2,564,160,68,240,0,0,0,0,5,2006,164500
1049,20,21750,5,4,1960,2006,0,0,0,0,1771,0,0,1771,0,0,1,0,3,1,9,1,2,336,0,0,0,0,0,0,0,11,2009,115000
537,60,8924,7,5,1998,1999,0,0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,2,527,120,155,0,0,0,0,0,7,2008,188000
1131,50,7804,4,3,1928,1950,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,2,576,431,44,0,0,0,0,0,12,2009,135000
1340,20,9560,5,7,1972,1972,360,0,504,864,864,0,0,864,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,6,2006,128500
871,20,6600,5,5,1962,1962,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,0,0,8,2009,109500
893,20,8414,6,8,1963,2003,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2,2006,154500
1447,20,26142,5,7,1962,1962,593,0,595,1188,1188,0,0,1188,0,0,1,0,3,1,6,0,1,312,261,39,0,0,0,0,0,4,2010,157900
747,60,8795,7,5,2000,2000,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,224,54,0,0,0,0,0,4,2009,236000
440,50,12354,6,8,1920,2000,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2,528,0,46,0,0,0,0,800,8,2009,110000
420,20,8450,5,6,1968,1968,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1,304,0,85,184,0,0,0,0,7,2010,142000
714,190,9873,4,5,1970,1970,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,2,576,0,288,0,0,0,0,0,5,2006,129000
1128,20,14572,7,5,2004,2004,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,3,630,144,36,0,0,0,0,0,11,2007,259000
1448,60,10000,8,5,1995,1996,1079,0,141,1220,1220,870,0,2090,1,0,2,1,3,1,8,1,2,556,0,65,0,0,0,0,0,12,2007,240000
324,20,5820,3,8,1955,2005,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,7,2006,126175
1425,20,9503,5,5,1958,1983,457,374,193,1024,1344,0,0,1344,1,0,1,0,2,1,6,1,1,484,316,28,0,0,0,0,0,6,2007,144000
1310,20,7153,6,5,1991,1991,1200,0,78,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,2,496,112,51,0,0,0,0,0,6,2008,179200
720,20,9920,5,6,1969,1969,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1,300,0,0,0,0,0,0,0,5,2006,128500
603,60,10041,8,5,1992,1992,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,2,506,120,150,0,0,0,0,0,2,2006,220000
1009,20,12118,7,5,2004,2005,0,0,1710,1710,1710,0,0,1710,0,0,2,0,3,1,7,1,2,550,100,48,0,0,180,0,0,4,2009,240000
900,20,6993,5,7,1961,1994,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,6,2006,135000
655,20,10437,8,6,1995,1995,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,3,839,236,46,0,0,0,0,0,8,2008,350000
201,20,8546,4,5,2003,2004,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2,440,132,64,0,0,0,0,0,3,2010,140000
350,60,20431,9,5,2005,2006,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,3,706,0,0,0,0,0,0,0,4,2006,437154
1251,20,11160,7,5,1968,1968,1065,0,1045,2110,2110,0,0,2110,1,0,2,1,3,1,8,2,2,522,0,0,0,0,0,0,0,4,2010,244000
824,50,9900,6,7,1940,1950,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,0,0,7,2009,139500
1446,85,8400,6,5,1966,1966,187,627,0,814,913,0,0,913,1,0,1,0,3,1,6,0,1,240,0,0,252,0,0,0,0,5,2007,129000
903,60,7875,7,5,2003,2003,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,7,2006,180000
1214,80,10246,4,9,1965,2001,648,0,0,648,960,0,0,960,1,1,0,0,0,1,3,0,1,364,88,0,0,0,0,0,0,5,2006,145000
1090,120,3316,8,5,2005,2005,1039,0,208,1247,1247,0,0,1247,1,0,1,1,1,1,4,1,2,550,0,84,0,0,0,0,0,4,2006,197000
1116,20,12085,8,5,2007,2007,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,3,928,0,0,0,0,0,0,0,11,2007,318000
826,20,14803,10,5,2007,2008,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,3,1220,188,45,0,0,0,0,0,6,2008,385000
938,60,9675,7,5,2005,2005,341,0,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2,689,0,48,0,0,0,0,0,2,2009,253000
1388,50,8520,6,7,1916,1950,168,546,0,714,1664,862,0,2526,0,0,2,0,5,1,10,1,1,216,88,15,0,0,0,0,0,8,2007,136000
765,120,9549,8,5,1995,1996,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,0,30,0,0,216,0,0,4,2006,270000
356,20,11249,6,5,1995,1995,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,8,2007,177500
548,85,7244,5,7,1970,1970,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,4,2007,129500
1294,60,10140,7,5,1976,1976,194,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,2,528,0,28,0,0,259,0,0,3,2006,162900
453,60,9303,6,5,1996,1997,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,2,422,144,122,0,0,0,0,0,7,2007,204000
1293,70,6600,5,4,1892,1965,0,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1,432,0,287,0,0,0,0,0,12,2009,107500
212,20,10420,6,5,2009,2009,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,460,100,22,0,0,0,0,0,3,2010,186000
181,160,2117,6,5,2000,2000,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,6,2007,177000
1167,20,10475,8,5,2008,2008,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,776,160,33,0,0,0,0,0,2,2010,245350
396,20,9571,5,6,1956,1956,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,6,2010,129000
245,60,8880,7,5,1994,2002,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,5,2010,205000
772,20,8877,4,5,1951,1951,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,4,2006,102000
275,20,8314,5,7,1982,1982,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,6,2007,124500
206,20,11851,7,5,1990,1990,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,5,2009,180500
1429,30,7200,5,7,1940,1992,510,0,278,788,804,0,0,804,1,0,1,0,2,1,4,2,1,240,0,0,154,0,0,0,0,2,2010,119000
287,50,9786,6,7,1962,1981,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,6,2006,159000
393,20,8339,5,7,1959,1959,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1,294,0,0,0,0,0,0,1200,7,2007,106500
1282,20,8049,7,5,1990,1990,1053,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,2,484,0,58,0,0,90,0,0,7,2006,180000
221,20,8990,7,5,2006,2006,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2,675,351,33,0,0,0,0,0,4,2006,204900
1262,20,9600,5,6,1956,1956,504,0,546,1050,1050,0,0,1050,0,0,1,0,2,1,5,0,1,338,0,0,0,0,0,0,0,6,2009,128900
429,20,6762,7,5,2007,2007,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2,628,105,54,0,0,0,0,0,9,2007,195400
35,120,7313,9,5,2005,2005,1153,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,2,556,203,47,0,0,0,0,0,8,2007,277500
86,60,16059,8,5,1991,1992,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,2,462,127,82,0,0,0,0,0,4,2006,260000
235,60,7851,6,5,2002,2002,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2,440,288,48,0,0,0,0,0,5,2010,216500
157,20,7200,5,7,1950,1950,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,5,0,2,625,0,0,0,0,0,0,0,6,2006,109500
332,20,8176,5,6,1958,1992,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,8,2007,139000
829,60,28698,5,5,1967,1967,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,2,538,486,0,0,0,225,0,0,6,2009,185000
708,120,6240,8,5,2006,2006,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,2,550,192,38,0,0,0,0,0,12,2009,254000
623,20,7064,5,6,1977,1977,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,0,0,7,2009,135000
315,70,9600,7,7,1925,1990,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,8,2006,178000
401,120,14963,8,5,1996,1996,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,2,500,120,30,0,0,224,0,0,12,2008,245500
364,160,1680,6,8,1972,2007,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,5,2009,118000
1305,160,3363,7,5,2004,2004,0,0,976,976,976,732,0,1708,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,4,2006,130000
1022,20,7406,7,5,2006,2006,684,0,515,1199,1220,0,0,1220,1,0,2,0,2,1,6,0,2,632,105,54,0,0,0,0,0,7,2006,194000
1377,30,6292,6,5,1930,1950,384,0,384,768,790,0,0,790,0,0,1,0,2,1,4,0,1,160,0,141,0,0,0,0,0,4,2008,91000
914,90,6270,5,6,1949,1950,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,8,2007,145000
510,20,9600,5,6,1959,1959,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1,270,224,88,0,0,0,0,0,7,2009,124500
68,20,10665,7,5,2003,2003,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2,558,144,29,0,0,0,0,0,6,2007,226000
1299,60,63887,10,5,2008,2008,5644,0,466,6110,4692,950,0,5642,2,0,2,1,3,1,12,3,2,1418,214,292,0,0,0,480,0,1,2008,160000
1300,20,7500,5,7,1959,1994,340,906,0,1246,1246,0,0,1246,1,0,1,1,3,1,6,0,1,305,218,0,0,0,0,0,0,5,2010,154000
1362,20,16158,7,5,2005,2005,1274,0,256,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2,430,168,36,0,0,0,0,0,6,2009,260000
597,70,3600,6,7,1910,1993,0,0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,1,216,0,158,0,0,0,0,0,10,2006,114504
472,60,11952,7,6,1977,1977,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,2,534,0,0,0,0,276,0,0,11,2007,190000
693,60,26178,7,5,1989,1990,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,2,628,320,27,0,0,0,0,0,4,2006,335000
