age,education,day,month,y,duration
42,secondary,28,may,no,136
57,primary,13,may,no,91
30,tertiary,25,nov,no,295
42,secondary,8,may,no,280
35,tertiary,9,feb,no,27
56,secondary,7,aug,no,112
43,tertiary,15,jul,no,70
51,secondary,19,aug,no,224
43,primary,4,feb,no,224
51,secondary,13,aug,no,164
47,secondary,31,jul,no,248
27,unknown,27,may,no,77
44,secondary,9,may,no,119
36,secondary,12,may,no,170
24,secondary,18,aug,yes,460
31,primary,11,jul,no,215
42,secondary,6,jun,no,99
36,secondary,15,apr,yes,953
34,tertiary,18,nov,no,544
40,tertiary,20,may,no,88
45,secondary,7,jul,yes,621
28,secondary,4,may,no,92
47,primary,18,jun,no,55
43,tertiary,4,may,yes,331
25,tertiary,13,may,no,66
44,secondary,31,jul,no,106
37,primary,16,jul,no,156
33,secondary,3,jun,no,23
47,unknown,15,jul,no,119
59,secondary,8,aug,no,66
50,tertiary,8,aug,no,50
45,secondary,29,jul,no,64
30,tertiary,23,may,no,534
34,tertiary,2,jun,no,70
35,secondary,20,jul,no,7
54,primary,6,may,no,184
31,tertiary,21,may,no,304
39,tertiary,7,aug,no,96
54,tertiary,12,aug,no,168
36,primary,17,apr,no,287
35,secondary,9,jun,no,753
37,secondary,19,jun,no,49
41,secondary,31,jul,no,228
58,tertiary,21,oct,no,49
33,tertiary,10,jul,no,633
32,secondary,16,may,no,129
51,primary,9,jul,no,176
42,tertiary,5,feb,no,446
40,secondary,2,feb,no,134
55,primary,21,aug,no,331
42,secondary,5,jun,no,175
37,tertiary,9,jul,no,332
46,secondary,7,jul,yes,385
58,tertiary,9,jul,yes,990
40,secondary,6,jun,no,471
51,secondary,5,may,no,402
39,tertiary,15,oct,no,206
34,secondary,15,may,no,259
33,tertiary,5,aug,no,295
32,secondary,29,may,no,129
38,secondary,8,may,no,83
35,secondary,17,nov,no,70
48,secondary,13,may,yes,1101
40,tertiary,20,aug,no,110
49,secondary,27,may,no,364
26,secondary,31,jul,no,14
49,secondary,16,may,no,40
35,tertiary,4,feb,no,72
33,secondary,19,aug,no,671
50,primary,12,may,no,300
33,secondary,14,jul,no,163
32,secondary,23,may,no,215
51,secondary,28,jul,no,126
39,secondary,6,jun,no,180
56,secondary,18,aug,no,70
32,secondary,7,aug,no,306
30,tertiary,5,jun,yes,159
54,primary,22,aug,no,651
55,tertiary,30,apr,no,85
48,primary,29,jul,no,61
47,tertiary,20,apr,no,96
33,primary,17,jul,no,63
40,secondary,20,may,no,207
40,secondary,12,aug,no,117
53,secondary,16,apr,no,144
38,tertiary,17,apr,no,222
30,secondary,18,may,no,11
31,primary,20,nov,no,911
57,secondary,20,jun,no,41
40,secondary,13,may,no,154
46,tertiary,18,nov,no,295
35,secondary,15,jul,no,94
57,primary,25,jun,no,259
35,tertiary,21,may,no,61
34,secondary,11,may,yes,672
35,secondary,28,aug,no,14
28,secondary,18,may,no,26
38,tertiary,9,may,no,150
30,secondary,12,may,no,177
22,secondary,5,may,no,179
39,secondary,6,jun,no,383
45,tertiary,30,jul,no,135
48,secondary,19,jun,no,270
30,secondary,18,nov,no,373
37,tertiary,20,oct,no,107
30,secondary,28,jul,no,317
57,unknown,30,sep,no,585
34,unknown,8,oct,no,90
45,secondary,4,aug,no,165
55,primary,12,may,no,64
79,primary,13,jul,yes,617
39,tertiary,19,aug,no,386
49,tertiary,8,aug,no,169
28,tertiary,6,may,no,523
31,secondary,18,aug,no,75
58,primary,15,may,no,74
38,tertiary,18,nov,no,108
55,primary,18,nov,no,245
39,tertiary,16,apr,no,561
30,tertiary,30,apr,yes,262
47,primary,4,feb,no,1060
34,secondary,15,jul,no,274
33,secondary,21,nov,no,132
41,primary,4,feb,no,69
46,secondary,30,jul,no,77
37,secondary,18,jun,no,295
32,secondary,9,apr,no,68
57,primary,27,nov,no,142
29,tertiary,28,may,no,461
37,tertiary,5,may,no,249
45,secondary,2,jun,no,222
31,secondary,27,aug,no,352
41,secondary,4,jun,yes,352
41,tertiary,2,jul,no,83
31,secondary,8,jul,no,119
57,tertiary,20,jun,no,512
47,secondary,18,nov,no,144
40,unknown,14,jul,no,699
33,secondary,7,jul,no,164
36,secondary,7,apr,no,254
43,primary,9,may,no,46
45,tertiary,9,jun,no,464
81,primary,13,nov,yes,135
26,secondary,23,jul,no,41
44,tertiary,20,jun,no,268
52,secondary,2,jun,no,94
27,primary,15,may,no,238
40,secondary,12,may,no,88
42,tertiary,29,may,no,41
33,secondary,29,aug,no,93
27,secondary,5,may,no,121
46,tertiary,19,nov,no,144
53,secondary,22,dec,yes,119
32,tertiary,22,oct,no,287
32,secondary,2,feb,no,88
29,secondary,9,may,no,215
38,secondary,29,aug,no,125
34,tertiary,14,aug,yes,505
41,primary,1,jul,no,117
41,secondary,2,jun,no,134
38,unknown,17,nov,no,191
52,primary,11,aug,no,179
46,secondary,20,jun,no,87
46,primary,8,aug,no,109
54,primary,20,apr,no,252
44,secondary,18,nov,no,166
39,primary,20,jun,no,394
55,tertiary,18,aug,yes,205
38,tertiary,21,nov,no,8
46,secondary,19,nov,no,161
31,secondary,4,feb,no,143
45,secondary,4,may,yes,237
33,secondary,30,apr,yes,475
28,secondary,16,may,no,21
29,tertiary,25,jul,no,126
39,tertiary,4,mar,no,431
44,primary,17,apr,no,85
36,secondary,20,may,no,189
28,secondary,14,may,no,142
42,secondary,15,may,no,197
46,secondary,3,jun,no,65
41,tertiary,4,jun,yes,102
26,secondary,8,jul,yes,803
46,secondary,27,aug,no,199
29,tertiary,18,may,no,76
44,primary,29,may,no,23
25,primary,13,apr,no,120
32,secondary,17,jul,yes,926
47,secondary,12,may,yes,289
38,tertiary,6,jun,yes,460
33,secondary,4,jun,no,87
55,tertiary,3,jun,yes,591
45,tertiary,18,aug,no,140
46,tertiary,6,may,no,105
38,secondary,18,jun,no,89
38,secondary,27,aug,no,44
33,secondary,16,apr,no,324
32,tertiary,15,may,yes,1111
35,tertiary,6,may,no,36
36,tertiary,28,may,no,357
45,tertiary,15,may,no,217
33,secondary,18,may,no,19
29,secondary,29,jul,no,121
33,tertiary,11,aug,no,76
45,secondary,11,jul,no,216
54,secondary,5,jun,no,40
34,secondary,15,jul,no,202
51,tertiary,30,jan,no,93
27,secondary,25,jul,no,165
35,secondary,9,jul,no,112
45,secondary,9,feb,no,222
41,tertiary,10,jul,no,783
43,tertiary,30,jun,yes,275
42,secondary,28,jan,no,48
48,primary,25,aug,no,770
46,primary,20,apr,yes,1550
57,tertiary,21,aug,no,200
34,tertiary,9,may,no,244
32,secondary,4,jun,no,112
42,primary,8,may,no,314
58,tertiary,4,feb,no,304
31,secondary,7,may,no,485
42,secondary,2,jun,yes,671
38,secondary,5,may,no,35
27,primary,30,jun,no,88
43,tertiary,7,aug,no,185
32,tertiary,16,apr,yes,944
45,tertiary,21,apr,yes,65
35,secondary,2,jun,no,136
40,tertiary,16,jul,no,90
57,tertiary,26,may,no,157
33,secondary,14,may,no,308
39,secondary,20,nov,no,422
42,secondary,31,jul,no,29
76,primary,13,oct,no,120
30,tertiary,11,jul,no,58
53,tertiary,5,aug,no,224
33,primary,13,may,no,161
55,secondary,21,oct,yes,467
49,tertiary,30,jan,no,166
47,secondary,6,jun,yes,94
56,primary,13,apr,no,222
37,primary,14,may,no,13
62,tertiary,13,jan,no,113
31,tertiary,6,may,no,333
29,tertiary,9,jul,no,150
52,secondary,17,nov,no,104
57,primary,18,jun,no,378
46,secondary,9,jun,no,105
43,secondary,14,may,no,333
54,secondary,12,may,no,11
35,secondary,6,jun,no,53
34,tertiary,21,jul,no,237
30,secondary,13,may,no,321
47,unknown,21,jul,no,89
44,primary,30,may,no,742
38,tertiary,18,jun,no,78
38,secondary,16,jul,no,111
56,secondary,5,feb,no,47
35,primary,6,jun,no,315
37,tertiary,20,nov,no,223
29,secondary,8,jul,no,293
57,primary,28,jul,no,87
52,tertiary,4,feb,no,48
35,tertiary,20,may,yes,154
38,primary,11,jun,no,133
48,secondary,20,aug,no,430
34,tertiary,28,aug,no,79
58,tertiary,16,jul,no,128
38,tertiary,7,aug,yes,206
32,tertiary,3,feb,no,142
49,secondary,7,may,no,293
34,unknown,20,may,no,214
54,secondary,17,nov,no,120
39,secondary,3,jun,no,348
53,unknown,3,jun,no,676
47,primary,14,may,no,172
56,primary,15,jul,no,924
33,secondary,18,jul,no,96
34,tertiary,26,may,no,93
51,secondary,2,feb,no,177
27,secondary,4,feb,no,603
43,tertiary,14,jul,no,568
45,unknown,28,jun,yes,359
34,primary,26,may,no,188
29,secondary,26,sep,no,6
41,secondary,28,jul,no,433
24,secondary,4,jun,no,654
34,secondary,22,jul,no,344
51,secondary,7,aug,no,131
25,secondary,25,feb,no,32
38,secondary,9,may,no,515
47,tertiary,19,aug,no,74
26,tertiary,18,feb,yes,269
35,tertiary,8,apr,no,180
57,secondary,8,may,no,255
37,secondary,27,may,no,345
41,tertiary,17,sep,yes,294
39,tertiary,3,apr,no,115
56,tertiary,27,may,no,181
36,tertiary,17,jul,no,393
55,primary,8,aug,no,138
32,tertiary,7,aug,no,37
38,tertiary,18,may,no,241
34,tertiary,20,may,no,265
36,tertiary,4,nov,no,116
30,secondary,21,nov,no,527
63,secondary,9,jul,no,122
46,secondary,7,jul,no,248
43,tertiary,4,feb,no,112
29,tertiary,7,may,no,378
30,secondary,29,may,no,91
31,tertiary,6,aug,no,184
34,primary,7,may,no,208
58,tertiary,11,feb,no,56
34,tertiary,31,aug,no,72
29,tertiary,23,mar,yes,136
42,tertiary,20,aug,no,582
42,secondary,22,oct,no,80
58,secondary,15,jul,no,106
44,secondary,19,may,no,134
32,secondary,4,aug,no,149
40,secondary,16,may,no,71
39,secondary,21,nov,no,63
32,unknown,2,jun,no,651
59,primary,15,jun,no,132
45,secondary,22,jul,no,92
39,tertiary,8,aug,no,88
24,tertiary,4,mar,yes,396
29,secondary,29,jan,no,298
26,tertiary,14,may,no,24
44,tertiary,18,jun,no,81
37,secondary,6,may,no,116
58,tertiary,25,jul,no,138
36,primary,21,may,no,87
39,primary,19,jun,no,112
59,primary,13,may,no,354
34,tertiary,20,aug,no,255
30,secondary,5,feb,no,528
30,tertiary,19,nov,no,192
46,secondary,9,feb,no,84
38,secondary,20,jun,no,9
52,secondary,25,jul,no,135
39,secondary,20,nov,yes,1598
69,secondary,27,jan,no,185
34,secondary,3,feb,no,88
31,secondary,21,may,no,63
48,tertiary,23,jun,no,216
34,primary,15,may,no,514
55,primary,21,apr,no,222
39,tertiary,3,jun,no,220
42,primary,5,jun,no,92
52,secondary,8,may,no,478
31,tertiary,2,jul,no,660
36,primary,23,may,no,691
40,secondary,7,may,no,161
47,secondary,19,jun,no,141
42,primary,14,may,no,521
28,tertiary,27,may,no,257
31,secondary,27,may,no,191
33,primary,9,apr,no,435
28,tertiary,4,feb,no,239
35,secondary,11,aug,no,239
56,secondary,16,jul,no,293
48,secondary,20,nov,no,761
35,secondary,16,may,no,754
35,secondary,20,nov,no,434
50,tertiary,27,may,no,71
24,secondary,5,may,no,326
29,secondary,11,may,no,128
32,primary,20,apr,no,295
39,tertiary,20,may,no,191
29,tertiary,28,jan,no,70
48,primary,8,may,no,267
48,secondary,6,aug,no,107
32,secondary,28,may,no,63
58,secondary,16,may,no,155
47,primary,3,jun,no,170
37,tertiary,20,may,yes,291
39,tertiary,7,aug,no,108
34,primary,14,jul,no,326
40,secondary,28,jan,no,246
44,primary,13,may,no,227
38,secondary,11,jul,no,333
44,secondary,29,jun,no,13
60,secondary,5,jun,no,419
38,tertiary,28,jan,no,62
51,secondary,23,may,no,259
56,tertiary,14,jul,no,329
32,tertiary,8,jul,no,220
68,primary,14,aug,no,90
27,secondary,5,feb,no,257
37,secondary,17,jun,no,527
34,primary,17,jun,no,509
33,secondary,9,feb,no,18
36,unknown,20,may,no,92
34,secondary,20,may,no,309
46,primary,15,jul,no,90
49,secondary,22,jul,no,400
54,secondary,2,feb,no,107
38,secondary,20,jun,no,22
31,unknown,28,may,no,80
55,primary,19,jun,no,120
53,secondary,21,nov,no,412
41,tertiary,5,feb,no,134
36,secondary,20,nov,no,537
57,primary,17,feb,no,63
53,secondary,20,nov,no,600
34,unknown,30,apr,no,109
44,tertiary,11,mar,yes,188
31,tertiary,30,jun,no,107
37,primary,20,jun,no,6
43,secondary,11,aug,no,209
39,tertiary,5,may,no,296
32,tertiary,20,jun,no,73
43,secondary,20,apr,no,79
57,secondary,17,nov,no,288
37,secondary,27,oct,yes,376
28,tertiary,29,jan,no,238
30,tertiary,30,apr,yes,306
35,secondary,11,aug,yes,444
41,secondary,14,may,no,225
60,unknown,13,may,no,144
55,unknown,27,aug,yes,672
56,secondary,5,may,no,200
43,primary,16,jun,no,523
36,secondary,30,jan,no,424
38,primary,13,may,no,41
52,secondary,13,may,no,105
36,secondary,13,aug,no,156
45,primary,20,jun,no,554
41,tertiary,29,apr,yes,882
37,tertiary,16,apr,no,114
32,tertiary,27,aug,no,85
56,secondary,18,jul,yes,536
32,primary,7,may,no,204
35,tertiary,18,nov,no,586
48,tertiary,30,jan,no,134
35,secondary,20,nov,no,138
45,primary,25,jul,no,99
48,primary,8,may,no,198
34,primary,16,jul,no,680
48,secondary,12,may,no,116
32,tertiary,19,nov,no,164
40,secondary,20,apr,no,15
49,secondary,7,may,no,423
45,secondary,12,may,no,299
39,tertiary,18,aug,no,150
63,tertiary,8,jul,no,335
60,tertiary,17,apr,no,208
30,secondary,21,aug,no,379
44,secondary,31,jul,no,160
60,secondary,11,jun,no,133
34,primary,9,may,no,154
23,secondary,16,nov,yes,250
63,tertiary,21,oct,yes,212
42,secondary,13,may,no,211
34,secondary,17,jul,no,506
40,primary,26,may,no,470
37,tertiary,2,aug,yes,428
25,tertiary,12,may,no,104
47,tertiary,27,may,no,220
36,unknown,13,apr,yes,398
30,tertiary,4,feb,yes,227
34,tertiary,23,may,no,216
39,secondary,29,jan,no,85
37,tertiary,22,jul,no,40
33,secondary,18,may,no,158
46,tertiary,8,aug,yes,1206
54,secondary,3,apr,no,660
33,secondary,21,nov,no,57
56,secondary,26,may,no,251
31,tertiary,4,may,no,99
30,secondary,6,may,no,66
46,tertiary,3,jun,no,167
40,secondary,17,nov,no,353
35,tertiary,5,feb,no,225
46,tertiary,10,may,yes,583
25,primary,7,jul,no,116
58,secondary,8,may,no,126
34,tertiary,18,jul,no,25
32,secondary,12,may,no,145
47,primary,8,aug,no,293
31,secondary,19,may,no,259
51,secondary,27,jun,no,153
60,primary,8,may,no,43
60,secondary,8,aug,no,124
36,secondary,27,may,no,151
52,secondary,13,may,no,276
35,secondary,22,aug,no,268
43,secondary,14,may,no,100
33,secondary,15,apr,yes,110
50,secondary,4,jun,no,117
30,secondary,21,may,no,218
51,tertiary,28,may,no,414
34,secondary,6,may,no,159
37,primary,8,may,no,194
55,primary,19,jun,no,60
28,tertiary,16,apr,no,152
45,secondary,30,may,no,78
31,secondary,26,may,no,167
56,secondary,4,aug,no,370
30,tertiary,19,nov,no,206
26,secondary,2,mar,no,185
59,primary,19,jun,no,11
33,secondary,20,may,no,231
33,unknown,13,may,no,415
39,secondary,7,may,no,432
36,secondary,15,may,no,133
52,tertiary,27,apr,no,160
38,secondary,21,oct,yes,576
28,tertiary,4,feb,no,154
27,tertiary,6,apr,yes,604
52,unknown,5,feb,no,124
53,secondary,5,may,no,216
48,secondary,4,jul,no,270
33,tertiary,8,aug,no,174
34,secondary,9,may,no,308
57,secondary,19,apr,no,220
51,tertiary,18,nov,no,120
41,secondary,19,jun,no,91
49,tertiary,21,jul,yes,316
60,tertiary,2,jun,no,49
36,secondary,12,may,no,139
52,secondary,21,aug,no,58
39,tertiary,21,aug,no,1026
79,secondary,25,sep,no,114
39,primary,27,oct,yes,150
29,secondary,10,aug,yes,317
33,secondary,4,may,yes,532
28,secondary,8,jul,no,136
46,tertiary,6,may,no,158
42,secondary,21,jul,no,291
35,secondary,20,may,no,268
26,tertiary,3,jun,no,320
71,primary,8,apr,no,74
37,tertiary,31,jul,no,18
40,secondary,5,may,no,332
33,secondary,8,sep,yes,165
33,secondary,8,may,no,81
24,secondary,3,apr,no,297
39,tertiary,23,may,no,58
40,secondary,6,jun,no,84
48,secondary,11,oct,no,195
26,secondary,6,may,yes,550
27,secondary,13,may,no,174
38,secondary,18,jun,no,362
51,primary,27,may,no,121
49,primary,13,aug,no,214
31,secondary,13,may,no,72
44,secondary,21,aug,no,148
43,tertiary,12,may,no,899
43,tertiary,12,may,no,123
55,secondary,17,nov,no,57
42,secondary,2,feb,no,736
40,tertiary,5,feb,no,121
43,tertiary,5,aug,no,155
40,tertiary,8,jul,no,1720
25,secondary,13,may,no,318
30,secondary,18,nov,no,118
34,secondary,8,may,no,159
75,primary,9,sep,no,761
33,secondary,6,may,no,47
36,secondary,18,nov,no,59
48,secondary,29,jan,no,451
38,secondary,30,jul,no,244
38,tertiary,30,may,no,417
48,secondary,5,jun,no,1005
34,secondary,18,may,no,155
35,tertiary,12,aug,no,226
26,tertiary,7,aug,no,125
31,tertiary,15,may,yes,858
33,primary,9,jul,no,211
31,tertiary,13,apr,no,201
30,tertiary,29,jul,no,110
42,secondary,11,may,no,34
34,secondary,17,jul,no,344
32,secondary,20,apr,no,177
26,secondary,7,may,no,239
54,tertiary,15,may,no,12
48,primary,3,jul,no,414
33,tertiary,4,feb,no,134
56,tertiary,4,may,yes,244
31,secondary,23,may,no,145
59,tertiary,26,may,no,245
42,secondary,31,jul,no,130
54,tertiary,31,jul,no,7
31,secondary,9,apr,no,337
33,secondary,23,may,no,293
35,secondary,21,may,no,1094
44,secondary,29,jul,no,129
51,secondary,13,may,no,459
32,secondary,10,jul,no,269
24,secondary,10,sep,yes,256
47,secondary,25,jul,no,160
33,tertiary,8,mar,yes,241
36,secondary,16,jul,yes,830
43,secondary,26,aug,no,93
35,tertiary,18,aug,no,90
28,tertiary,3,jun,no,132
44,secondary,3,jul,no,385
36,secondary,27,aug,yes,259
37,primary,5,feb,no,415
46,primary,12,may,no,278
56,primary,7,may,no,282
30,secondary,25,jul,no,237
29,tertiary,15,may,no,338
45,secondary,15,jul,yes,533
44,secondary,3,nov,yes,289
41,primary,15,jul,no,155
42,secondary,23,jul,no,280
33,secondary,20,nov,no,184
51,secondary,13,aug,no,89
43,secondary,12,nov,yes,707
26,tertiary,2,dec,yes,346
30,tertiary,19,nov,no,364
34,secondary,21,aug,no,270
27,tertiary,30,jul,yes,764
29,secondary,8,may,no,85
43,tertiary,19,may,no,257
37,primary,11,may,no,42
46,secondary,18,jul,no,328
58,tertiary,19,aug,no,207
72,primary,3,feb,yes,443
53,secondary,23,may,no,27
49,secondary,29,may,no,67
35,primary,26,may,no,129
38,primary,8,may,no,583
38,primary,17,jul,no,169
34,secondary,20,apr,no,627
36,primary,3,feb,no,306
52,secondary,19,nov,no,117
52,primary,16,may,no,248
55,secondary,11,aug,no,210
42,secondary,15,may,no,123
48,tertiary,20,aug,no,212
28,secondary,9,sep,yes,259
39,tertiary,10,jul,no,358
35,secondary,9,apr,yes,214
50,secondary,28,jul,no,438
38,secondary,21,nov,no,29
53,tertiary,30,may,no,150
25,secondary,23,jul,no,305
31,secondary,6,nov,no,312
32,secondary,10,aug,yes,1064
44,secondary,12,may,no,150
48,tertiary,9,feb,no,168
60,primary,29,oct,yes,401
38,secondary,27,may,no,565
34,tertiary,7,aug,no,88
38,tertiary,21,may,no,139
29,secondary,30,may,no,288
32,tertiary,13,may,no,86
44,tertiary,11,may,no,472
38,secondary,26,jul,no,84
28,tertiary,28,jan,no,258
44,primary,9,may,no,94
31,secondary,18,jun,yes,704
31,unknown,28,jan,no,134
25,tertiary,3,jun,yes,617
30,secondary,22,jul,no,279
30,secondary,21,nov,no,298
33,tertiary,18,may,no,57
26,secondary,15,jul,no,76
29,tertiary,11,may,no,21
34,secondary,28,jul,no,292
47,secondary,2,apr,yes,1164
48,primary,2,feb,yes,1790
40,secondary,21,nov,no,79
44,secondary,20,apr,no,334
31,tertiary,20,nov,no,68
36,tertiary,21,aug,no,246
54,primary,15,may,no,34
32,tertiary,11,may,no,72
51,primary,6,jun,no,24
48,primary,14,aug,no,136
35,tertiary,19,jun,no,221
58,primary,4,feb,no,176
56,primary,17,jun,no,82
59,secondary,7,may,yes,574
58,tertiary,28,jan,no,145
34,tertiary,20,nov,no,278
37,secondary,17,apr,no,390
26,tertiary,12,aug,no,74
42,tertiary,13,may,no,31
34,primary,9,jul,no,134
43,primary,29,jul,no,274
45,tertiary,8,aug,no,248
31,tertiary,4,feb,no,173
42,secondary,31,jul,no,245
33,secondary,28,jan,no,104
27,secondary,21,may,no,162
47,secondary,9,jun,no,128
48,primary,15,oct,no,125
39,secondary,29,jan,no,612
55,secondary,8,jul,no,106
57,secondary,28,may,no,102
43,primary,13,apr,no,199
34,primary,14,may,no,685
37,secondary,30,jan,no,638
53,secondary,21,nov,no,81
51,secondary,13,may,no,59
36,secondary,8,may,no,168
35,secondary,14,may,no,546
38,tertiary,30,may,no,355
34,secondary,15,may,no,67
24,secondary,6,may,no,473
36,tertiary,13,may,no,52
37,unknown,30,may,no,100
41,secondary,20,may,no,834
41,tertiary,9,feb,no,13
40,tertiary,6,jun,no,106
34,tertiary,21,nov,no,393
31,tertiary,14,may,no,90
44,secondary,12,may,no,253
33,secondary,18,nov,no,184
46,tertiary,15,jun,no,94
26,secondary,8,jul,no,342
37,secondary,6,may,no,246
55,secondary,19,may,no,324
33,secondary,20,apr,no,508
32,secondary,20,apr,no,253
26,secondary,1,jun,yes,326
38,tertiary,10,feb,no,49
55,secondary,8,oct,no,403
31,secondary,14,may,no,192
51,unknown,27,may,no,133
49,secondary,20,aug,no,157
36,tertiary,22,aug,no,247
47,secondary,20,jun,no,63
34,primary,3,jun,no,81
52,secondary,20,aug,no,257
26,secondary,15,may,no,68
34,tertiary,28,jul,no,60
75,primary,17,jun,no,344
51,secondary,20,nov,no,26
46,secondary,14,may,no,116
32,secondary,21,nov,no,206
30,tertiary,28,jan,no,119
32,primary,18,jul,yes,560
59,tertiary,17,nov,yes,409
46,secondary,17,nov,no,407
51,tertiary,9,feb,no,278
38,secondary,7,may,no,125
60,tertiary,29,jul,no,333
37,tertiary,15,feb,yes,531
33,tertiary,12,aug,no,191
32,tertiary,22,aug,no,28
32,tertiary,21,nov,no,58
45,secondary,8,may,no,191
28,primary,6,feb,no,460
36,tertiary,15,apr,no,225
36,secondary,2,feb,no,249
44,tertiary,13,may,no,123
60,secondary,14,jul,no,96
31,primary,15,may,no,24
31,secondary,13,may,no,12
48,unknown,16,may,no,557
26,tertiary,4,may,no,104
37,tertiary,16,jun,no,155
34,secondary,9,jul,no,130
40,tertiary,23,jun,no,41
29,secondary,28,may,no,324
46,secondary,23,jul,no,229
49,tertiary,2,jun,yes,712
33,secondary,9,may,no,173
32,secondary,23,may,no,162
39,secondary,18,nov,no,420
30,tertiary,22,aug,no,64
51,secondary,12,may,yes,918
48,secondary,20,apr,no,92
50,secondary,28,jan,no,63
23,tertiary,28,may,yes,806
24,tertiary,5,jun,no,133
39,secondary,20,nov,no,47
35,primary,9,feb,no,19
33,secondary,7,may,no,302
60,primary,8,may,no,75
42,secondary,5,feb,no,449
26,tertiary,26,may,no,111
32,secondary,21,may,yes,783
35,tertiary,17,nov,no,74
34,secondary,21,may,no,176
43,secondary,21,jul,no,145
30,secondary,5,feb,no,259
59,secondary,20,nov,no,486
45,secondary,20,nov,yes,283
23,secondary,2,jun,no,280
51,secondary,20,jun,no,206
31,secondary,28,oct,no,60
53,tertiary,11,nov,yes,166
46,secondary,20,apr,no,178
50,tertiary,2,jun,no,68
36,tertiary,7,aug,no,99
29,secondary,30,apr,yes,259
53,secondary,5,apr,yes,558
29,secondary,7,may,no,129
44,primary,14,jul,no,331
47,tertiary,30,mar,yes,364
59,secondary,3,feb,no,213
45,primary,21,nov,no,362
33,secondary,22,jul,no,187
47,secondary,5,apr,yes,144
57,secondary,13,may,no,52
32,primary,17,apr,no,40
54,tertiary,7,jul,no,86
38,tertiary,17,jun,no,118
34,secondary,14,aug,no,163
37,secondary,6,may,no,112
35,secondary,17,apr,no,202
45,secondary,29,jan,no,244
30,secondary,21,aug,no,129
24,tertiary,15,may,no,134
34,secondary,19,aug,no,256
59,primary,14,may,no,27
38,secondary,28,may,no,195
26,primary,22,jul,no,1288
58,primary,18,jun,no,290
31,secondary,17,apr,no,334
30,unknown,18,jul,no,440
46,tertiary,23,jul,no,182
51,primary,12,may,no,38
31,tertiary,31,jul,no,59
29,tertiary,5,aug,yes,215
45,tertiary,22,apr,yes,341
40,secondary,18,jun,no,30
49,secondary,6,jun,no,774
33,primary,5,may,no,316
23,secondary,6,may,no,54
45,secondary,19,nov,no,161
53,secondary,16,mar,yes,295
39,tertiary,8,aug,no,88
43,tertiary,28,dec,yes,206
28,tertiary,25,jul,no,40
38,secondary,18,may,no,177
46,tertiary,17,sep,yes,543
40,secondary,2,apr,no,349
40,secondary,20,jun,no,197
26,tertiary,15,jun,no,41
37,tertiary,12,aug,no,87
52,secondary,17,apr,no,463
37,secondary,18,nov,no,99
74,primary,1,sep,no,97
30,secondary,17,apr,no,196
28,tertiary,23,jul,no,275
46,secondary,29,jan,no,246
33,secondary,20,may,no,360
28,tertiary,9,mar,yes,295
42,secondary,17,apr,no,179
60,secondary,21,aug,no,54
36,secondary,4,aug,no,230
60,primary,4,feb,no,157
34,tertiary,13,aug,no,168
30,tertiary,21,nov,no,58
57,secondary,5,feb,no,604
32,tertiary,20,may,no,51
57,primary,13,may,no,104
28,secondary,9,may,no,167
57,secondary,11,jun,no,288
39,secondary,30,jul,no,88
41,tertiary,2,feb,no,210
39,primary,18,may,no,61
28,tertiary,20,apr,yes,205
34,tertiary,4,may,no,301
35,tertiary,21,nov,no,83
50,primary,29,jan,no,309
35,tertiary,19,nov,no,289
39,primary,18,jun,no,113
35,secondary,18,may,no,217
44,tertiary,19,nov,no,206
28,tertiary,1,jun,yes,303
53,secondary,2,jun,no,255
54,secondary,20,jul,yes,1008
27,tertiary,28,jan,no,389
55,tertiary,30,apr,no,124
26,tertiary,30,apr,yes,439
42,secondary,29,jul,no,146
33,primary,27,may,no,271
63,tertiary,7,sep,yes,219
50,primary,5,jun,yes,504
47,tertiary,3,jun,no,165
43,secondary,22,aug,no,73
38,tertiary,8,jun,no,127
34,tertiary,13,aug,no,284
47,tertiary,8,feb,no,340
39,tertiary,16,apr,yes,144
60,primary,6,may,no,210
49,primary,26,may,no,31
31,tertiary,8,may,no,237
52,secondary,26,oct,no,99
31,tertiary,25,aug,no,9
31,secondary,24,jul,no,205
35,tertiary,20,nov,no,71
31,tertiary,15,jun,no,88
35,tertiary,3,jun,no,104
32,secondary,20,may,no,132
30,secondary,9,feb,no,112
38,unknown,19,jun,no,212
58,tertiary,5,may,no,355
31,tertiary,20,aug,no,155
36,secondary,20,jun,no,50
47,secondary,18,jan,yes,262
27,secondary,15,may,no,289
71,secondary,17,feb,yes,185
50,tertiary,11,jul,no,502
32,secondary,28,aug,no,310
26,primary,25,jul,no,22
27,tertiary,9,feb,yes,120
41,tertiary,21,nov,no,158
60,tertiary,19,may,no,134
45,tertiary,24,jul,no,523
27,primary,6,feb,no,115
41,tertiary,29,jan,no,524
20,secondary,21,jun,yes,100
50,secondary,12,jun,no,117
33,secondary,31,jul,no,77
49,tertiary,18,nov,no,500
35,secondary,18,nov,no,110
27,primary,16,may,no,576
35,tertiary,7,may,no,297
46,tertiary,6,aug,no,39
32,tertiary,8,may,no,64
49,primary,9,feb,no,152
55,secondary,19,mar,no,181
39,secondary,29,may,no,184
43,secondary,20,jun,no,113
71,primary,17,apr,yes,130
58,primary,14,may,no,294
48,primary,12,may,no,22
40,primary,18,may,no,194
45,unknown,29,jul,no,36
53,secondary,12,jun,no,92
